question_1,question_2,cosine_similarity
Can I run the dishwasher overnight?,What is the best way to clean the inside of my dishwasher?,0.39907750561079314
What should I do if the door seems stuck?,How do I make sure the track stops close after putting the top rack in?,0.39907523249112337
Will the dishwasher adjust the wash time?,Is it okay to use laundry detergent in my dishwasher?,0.39906529271913294
Can I use regular dish soap in the dishwasher?,What should I do if the dishwasher doesn't start?,0.3990621321007425
Should I rinse my dishes before putting them in the dishwasher?,How can I fix orange stains on my plastic dishes?,0.3990464633250499
Please adjust brightness,I want to change the more auto,0.39904620793457585
Please adjust brightness,Change the thermostat to use Celsius,0.39903517000430266
How do I start the dishwasher?,What if dishes are still dirty after a wash cycle?,0.3990342793838483
Please tell me what is the bulb intensity,How hot is it?,0.39903398764726805
I want to update the mode off,Change the thermostat to use Celsius,0.39903027646207057
What happens if I forget to add rinse aid?,How do I clean the outside of my dishwasher?,0.3990239882361025
Will the dishwasher adjust the wash time?,What if my dishes are coming out dirty?,0.39901120305667787
How do I know when a cycle is done?,How can I remove stains or white spots inside my dishwasher?,0.39900455537226254
How do I load the dishwasher correctly?,Can I set a delay for starting the dishwasher?,0.3989991039919728
Can I use regular dish soap in the dishwasher?,What if my dishes are still dirty after a wash?,0.3989837940853823
Is it okay to run the dishwasher if the filters are dirty?,How much detergent should I use in the dishwasher?,0.3989783610580136
What is important to check before I close the dishwasher door?,How often should I clean my dishwasher?,0.3989631573267634
How do I add rinse aid?,What should I do if food is stuck on the filters?,0.39895484274042925
How can I avoid bad smells in my dishwasher?,How do I know when my dishwasher cycle is done?,0.3989523002128894
How often should I clean the filter?,Can I run my dishwasher if the filters aren’t in place?,0.39894962173466225
How do I make my dishwasher quieter?,What is covered under the warranty for my dishwasher?,0.39894632397803037
What does the overfill protection float do?,Why do I need rinse aid?,0.39893587024392285
Please change bulb intensity,Change the upper limit for cooling,0.3989320834014416
What do I do if the door won't close?,How do I start my dishwasher?,0.398928809191778
What type of detergent should I use?,How do I fix a leaking dishwasher?,0.3989263112431503
Please adjust bulb brightness,change the thermostat temperature,0.39889650446800806
Please adjust bulb brightness,Change the thermostat temperature,0.39889650446800806
Can I set a delay for starting the dishwasher?,Is it okay to use laundry detergent in my dishwasher?,0.39889432162252736
What if the dishwasher doesn't start?,How can I solve the problem of filming on my dishes?,0.39889172900562564
How do I clean the filters in my dishwasher?,What water pressure do I need for my dishwasher?,0.3988857034650678
How do I clean the filters in the dishwasher?,What is the best way to load glasses?,0.3988818524643966
Please tell me what is the intensity?,Switch off the bulb,0.39887608359552473
What can I do if my dishes are still dirty after a wash?,What do I do if the door won't close?,0.3988555774577114
What happens if I don’t use enough detergent?,Why is my dishwasher not draining?,0.3988503690654628
Please update brightness,Please set the thermostat to heating,0.39884589604571774
How do I fix a leaking dishwasher?,Can labels from bottles clog the dishwasher?,0.3988392929838199
Is it normal for my dishwasher to run long?,What temperature should the water be when it enters the dishwasher?,0.39883734557215095
Can I stop the dishwasher while it's running?,Can I use a vinegar rinse in my dishwasher?,0.39883696864887785
Can I wash the filters in the dishwasher?,Should I use regular detergent for maintenance cleaning?,0.39880671649810984
Switch to off more,Make it cooler,0.39879207490083723
How do I set up my dishwasher?,Can I wash plastic items in the dishwasher?,0.3987896720787921
What factors affect how much detergent I should use?,Should I wash delicate dishes in the dishwasher?,0.3987838549125825
Please update the mode auto,Make it warmer,0.3987819923286242
Is it okay to run the dishwasher if the filters are dirty?,How do I remove white residue from the dishwasher?,0.39878090370075514
Why is it important to replace the rinse aid dispenser cap?,Why is my dishwasher not draining?,0.39877774615058365
I want to update the mode auto,Decrease the temperature,0.39877408159864747
I want to change the more heating,How hot is it?,0.39876764492909034
What should I do to stop thumping noises while the dishwasher is running?,How do I turn on the dishwasher?,0.3987658385127526
Can I use regular dish soap in the dishwasher?,Can I run a rinse cycle without detergent?,0.3987616518234004
What factors affect how much detergent I should use?,What options can I add to my cycle?,0.39875793791820985
Please change intensity,Set max cooling to,0.3987528882284438
What if the spray arms are stuck?,Can labels from bottles clog the dishwasher?,0.39874455856912683
What type of dishwasher detergent should I use?,Can I wash pots and pans in the dishwasher?,0.39874151956056036
What if my dishes are coming out dirty?,Can I use soap to clean the filters?,0.3987378872109846
Please adjust bulb intensity,Set the mode to cooling,0.3987245289086563
What can trigger a need for maintenance?,How can I solve the problem of filming on my dishes?,0.3987235362905883
Can I wash large items if the top rack is still in place?,What is the best way to clean the inside of my dishwasher?,0.3987181981385873
What if my dishes are still dirty after a wash?,What is covered under the warranty for my dishwasher?,0.3987170422775398
What should I do if the door won't close?,Why does the bottom rack not fully slide into the dishwasher?,0.3987168660204611
What if the water isn’t draining?,What should I do if my dishwasher smells bad?,0.39870567261030454
When should I clean the filters?,What is the best way to clean the inside of my dishwasher?,0.3986966676845262
How do I load tall objects like pots and pans?,How do I add detergent to the dishwasher?,0.39867944868102123
How much water does the dishwasher use?,What can cause my dishwasher to pause during a wash?,0.3986680627910903
How do I load the dishwasher correctly?,How do I add rinse aid?,0.3986638867680673
How do I remove black or gray marks from my dishes?,What should I do if there's food left on my dishes?,0.39866200194071466
How should I load silverware into the dishwasher?,How do I clean the dishwasher filter?,0.39865134025306337
How often should I run the dishwasher?,What should I check if my dishwasher is making loud noises?,0.39864983676683435
How can I ensure my dishwasher smells fresh?,How can I remove stuck-on food from dishes before loading?,0.3986458792222254
Switch to auto mode,Make it cooler,0.39864573288916316
Is it safe to use vinegar in my dishwasher often?,How do I prevent odor buildup in my dishwasher?,0.3986450260287635
What's the best way to dry my dishes?,How often should I run the dishwasher?,0.39863857342312536
How do I unlock the silverware basket?,How do I reset my dishwasher?,0.39863361272125464
Can you tell me the mode of the thermostat?,Raise the maximum cool threshold,0.39862901791897465
Can you tell me the mode of the thermostat?,Raise the maximum cool threshold,0.39862901791897465
Can I open the door and add dishes while it's running?,How can I cancel a wash cycle?,0.39862135650722025
Please update the mode off,Make it cooler,0.39861822204858066
How do I start the dishwasher?,Can I fit tall items in the dishwasher?,0.3986132861057266
Can I wash pots and pans in the dishwasher?,What if dishes are still dirty after a wash cycle?,0.3986069081530138
Can I wash plastic dishes in the dishwasher?,How often should I clean the filters?,0.3986041066083673
How do I fix a leaking dishwasher?,How often should I run the dishwasher?,0.39859942411294597
Please update color,Dim the light,0.3985867868426759
What should I do if the door seems stuck?,How do I know if my dishwasher needs service?,0.3985847198020537
What's the best way to dry my dishes?,Can I overload the dishwasher?,0.39857441072319255
What should I do if my dishwasher is not starting?,What water pressure do I need for my dishwasher?,0.3985741153158609
Change the bulb color,Set the thermostat to heat,0.39856714117288466
How do I remove white residue from the dishwasher?,How do I start my dishwasher?,0.39856161072790885
Please adjust bulb intensity,Raise the maximum heat temperature,0.39856030487439703
Please tell me what is the bulb color,Tell me the thermostat temperature,0.3985597964735191
How do I unlock the silverware basket?,How do I know if the top rack is safe to adjust?,0.39855363945942973
What is the best way to load glasses?,How can I remove stuck-on food from dishes before loading?,0.3985434029234067
How do I choose a washing cycle?,What should I check after installing my dishwasher?,0.39853035704311734
How do I clean the dishwasher filter?,What should I avoid putting in the dishwasher?,0.3985290505565805
What should I do if my dishes are still dirty after a cycle?,How can I fix my dishwasher if it won't fill?,0.3985162125257682
How do I start using my dishwasher?,How do I check the rinse aid level?,0.39851571802825336
Can I pause the dishwasher during a cycle?,Should I rinse my dishes before putting them in the dishwasher?,0.3985131256355085
What should I do if my glassware has spots?,Can I wash plastic items in the dishwasher?,0.3985119788037095
"Where should I place plastics, small plates, and glasses?",How do I clean the filters in the dishwasher?,0.398500901644433
Please change bulb intensity,Set max cooling to,0.39848844574962883
Please change bulb brightness,Set the thermostat to heat,0.39848481462678376
What kind of items can I wash in the top rack?,How much detergent should I use in the dishwasher?,0.39847224683395843
What should I do if I want to cancel the cycle?,Why is there detergent left in the dispenser?,0.3984684484069286
Make the light brighter,Set the thermostat to cool,0.3984670820036709
Can I wash the filters in the dishwasher?,What do I need to do before storing my dishwasher for the winter?,0.39846208077466705
What should I do if my dishes smell bad after washing?,Why do I hear a hissing sound from the dishwasher?,0.3984616437848192
What should I do if the dishwasher is making strange noises?,How can I remove stuck-on food from dishes before loading?,0.39844817194004745
Why does my dishwasher have an optical water sensor?,How should I care for the inside of the dishwasher?,0.3984439741406635
Please set the system to cool,Set the temperature format to Celsius,0.39843889880024363
please tell me what is the mode of the thermostat?,Show me the upper limit for heating,0.3984386108367983
please tell me what is the mode of the thermostat?,Show me the upper limit for heating,0.3984386108367983
Please change light color,Please set the system to heating,0.39840832035416973
Please change light color,Please set the system to heating,0.39840832035416973
Please change light color,Please set the system to heating,0.39840832035416973
Please change light color,Please set the system to heating,0.39840832035416973
Please change light color,Please set the system to heating,0.39840832035416973
Can I overload the dishwasher?,How do I know when my dishwasher cycle is done?,0.39840726584226194
What if my dishes are coming out dirty?,Is it safe to run the dishwasher when I'm not home?,0.3983994190866904
What if the Control Lock is activated and I need to use the dishwasher?,How do I clean the dishwasher filters?,0.39839492534829046
Set the light color to,Set the thermostat to cool,0.3983764585841385
Set the thermostat to heating,How hot is it?,0.3983761424939577
How much water does the dishwasher use?,How should I care for the inside of the dishwasher?,0.3983739523558471
What is important to check before I close the dishwasher door?,How do I clean the filters in the dishwasher?,0.3983667020067979
How do I keep the top rack in place after adjusting?,Is it safe to put fragile items on the top rack?,0.3983573076594537
What can trigger a need for maintenance?,What does the Clean light mean?,0.3983529747310528
What is important to check before I close the dishwasher door?,How can I make my dishes dry better?,0.39833576514914093
Please update brightness,I want to turn on the light,0.39830212790064345
How do I clean the dishwasher filter?,What do I need to do before storing my dishwasher for the winter?,0.3983020137306469
What's the best way to dry my dishes?,How do I know if the dishwasher is done washing?,0.3982974114993759
What should I do if the dishwasher smells bad?,How often should I run the dishwasher?,0.39829388065744653
How do I prepare my dishes before loading them into the dishwasher?,Do I need to clean the filter in the dishwasher?,0.39829234045276257
Please adjust light color,Please tell me what is the intensity,0.39828820666876086
Please adjust light color,Please tell me what is the intensity,0.39828820666876086
Please adjust light color,Please tell me what is the intensity,0.39828820666876086
Please adjust light color,Please tell me what is the intensity,0.39828820666876086
Please adjust light color,Please tell me what is the intensity,0.39828820666876086
How do I load tall objects like pots and pans?,How do I put the filters back in my dishwasher?,0.39828819869729115
Why do I see spots on my dishes after washing?,What should I do if my dishwasher is making a lot of noise?,0.3982818230711259
What is the best way to clean tough stains in my dishwasher?,What should I check after installing my dishwasher?,0.3982724140662849
Can I run the dishwasher overnight?,What if my dishes are still dirty after a wash?,0.3982711551971154
Is it safe to wash glass dishes in the dishwasher?,Is there a better type of detergent to use?,0.3982615901120004
Switch to off more,Raise the maximum heat temperature,0.3982606129955547
Put the thermostat in heat more,What is the minimum heat temperature?,0.3982534772349148
How do I clean the dishwasher filter?,Can I use a scouring pad to clean the filters?,0.3982532350258139
What should I do to stop thumping noises while the dishwasher is running?,How do I start my dishwasher?,0.39824829420940944
How do I prevent odor buildup in my dishwasher?,How do I get service for my dishwasher?,0.3982455292131444
What type of detergent should I use?,How do I get service for my dishwasher?,0.3982245290125019
What can I put in the dishwasher?,What factors affect how much detergent I should use?,0.3982235271827672
Please tell me what is the intensity?,What is the ambient temperature?,0.3982232272997853
How can I prevent hard water spots on my dishes?,Is it safe to wash all types of dishes?,0.3982182931514926
How do I adjust the rinse aid setting?,How do I start my dishwasher?,0.3982160575979424
How often should I run the dishwasher?,How do I know if I need to clean the lower filter?,0.3982160293117133
Why do I need rinse aid?,What cleaning cycles can I choose from?,0.3982086825361954
Please update the more auto,Change min cool to,0.39819918373804836
What if the water isn’t draining?,How do I know if my dishwasher needs service?,0.39819038971899645
change color,Set the maximum cool temperature to,0.39818023572289535
Change color,Set the maximum cool temperature to,0.39818023572289535
How can I clean the filter in the dishwasher?,How can I solve the problem of filming on my dishes?,0.3981666561711025
What should I do if the dishwasher is making a loud noise?,Can I wash the filters in the dishwasher?,0.3981641502307628
Why are my dishes still dirty after a wash?,Can I wash pots and pans in the dishwasher?,0.3981627812017686
How should I load silverware into the dishwasher?,Is it safe to use vinegar in my dishwasher often?,0.3981424815993784
please tell me what is the mode of the thermostat,Show me the upper limit for heating,0.3981200715841089
please tell me what is the mode of the thermostat,Show me the upper limit for heating,0.3981200715841089
What type of dishwasher detergent should I use?,Why does the bottom rack not fully slide into the dishwasher?,0.39811647012049656
How often should I run the dishwasher?,What should I do if my dishwasher smells bad?,0.3980955656513149
Please adjust color,Please set the system to heating,0.3980912912222354
Can I run the dishwasher at a low temperature?,How do I know which wash cycle to choose?,0.39808349155296835
Is it safe to run the dishwasher when I'm not home?,How do I clean the outside of my dishwasher?,0.39807618657434535
What should I do if my dishes are still dirty after a wash?,Why is there condensation on my kitchen counter?,0.3980714487061291
What if my dishes still come out dirty?,What tools do I need to clean the filters?,0.3980699040331255
What can I do if my dishes are still dirty after a wash?,Can I use soap to clean the filters?,0.3980635652143829
Please tell me what is the bulb brightness?,What is the current temperature?,0.3980631982481043
Make the light brighter,Change min cool to,0.398055837270916
Do I need to clean the filter in the dishwasher?,Can I wash plastic items in the dishwasher?,0.3980526035488123
How do I load the dishwasher correctly?,What is covered under the warranty for my dishwasher?,0.3980484310736579
Can I leave water in the dishwasher?,Why is there detergent left in the dispenser?,0.3980432335716004
Switch to heating more,What is the thermostat's minimum heat temperature?,0.39802738236400137
What is rinse aid and why do I need it?,What is the maintenance procedure for hard water stains?,0.39802593288371557
Is it safe to leave the dishwasher running unattended?,Can I put aluminum items in the dishwasher?,0.3980233615556784
What should I do before removing the top rack?,Why is my dishwasher not draining?,0.39802016066567464
What should I check if my dishes are still dirty after a wash cycle?,Can I put aluminum items in the dishwasher?,0.3980129829804287
What is the temperature,Please set the thermostat to heating,0.3980117737236074
Can I run a rinse cycle without detergent?,How much detergent should I use?,0.39800528752863595
What features does the upper level wash have?,Do I need to use rinse aid in my dishwasher?,0.3980051727582735
How do I unload the dishwasher?,Can labels from bottles clog the dishwasher?,0.3979981166709635
Please update the more auto,Change the upper limit for cooling,0.3979953664529373
Can I use any detergent in the dishwasher?,How do I set up my dishwasher?,0.3979886399915904
Is it safe to use vinegar in my dishwasher often?,How do I clean the filters in my dishwasher?,0.3979709363098578
How often should I run the dishwasher?,What should I do if there's food left on my dishes?,0.3979693443528939
Please set the system to cool,Switch the unit to Celsius,0.39796644775707435
Please set the thermostat to heat,What is the maximum heat temperature,0.3979327075286178
What type of dishwasher detergent should I use?,How does the silverware spray work?,0.39792139843887697
Set the light color to,Change the thermostat to use Celsius,0.39792123088902726
Can I wash pots and pans in the dishwasher?,What should I do if my glassware has spots?,0.39790940499725397
Please update bulb brightness,Make it warmer,0.39789710495257863
Does the dishwasher use a lot of water?,Can I fit tall items in the dishwasher?,0.39787895148979424
Is there a better type of detergent to use?,Can I wash plastic items in the dishwasher?,0.3978772659319998
How do I know if I need to clean the lower filter?,What should I do in summer if I won’t use my dishwasher?,0.3978745224673791
What do I do if the motor stops in my dishwasher?,Is the overfill protection float important?,0.3978672243275934
Please adjust color,Set the temperature unit to Celsius,0.3978635604686459
What type of detergent should I use?,Why is it important to replace the rinse aid dispenser cap?,0.39786292271200463
Please update brightness,Please set the thermostat to heat,0.39786185424609477
Can I stop the dishwasher while it's running?,What do I need to do before storing my dishwasher for the winter?,0.3978605154619985
Adjust the thermostat to,Show me the upper limit for heating,0.3978588379902499
How do I clean the filters in my dishwasher?,Why are my plastics still wet after a wash?,0.39784396491781127
Please update light color,Please tell me what is the bulb brightness,0.39783975065918975
Please update light color,Please tell me what is the bulb brightness,0.39783975065918975
Please update light color,Please tell me what is the bulb brightness,0.39783975065918975
Please update light color,Please tell me what is the bulb brightness,0.39783975065918975
Please update light color,Please tell me what is the bulb brightness,0.39783975065918975
Is it okay to wash cookie sheets in the dishwasher?,What temperature should the water be when it enters the dishwasher?,0.39783619508852514
What should I do to stop thumping noises while the dishwasher is running?,How can I wash larger items?,0.39783599525445923
Please change bulb brightness,Set the system to heat,0.3978342052194648
Switch off the bulb,I want to update the mode off,0.39782750606084605
Can I overload the dishwasher?,What do I do if I smell something bad in the dishwasher?,0.3978261404512685
Change the bulb color,Set the mode to heating,0.3978257659994738
What happens if I don’t use rinse aid?,What if the Control Lock is activated and I need to use the dishwasher?,0.397820261030189
Why does my dishwasher have an optical water sensor?,How do I know if I need to clean the lower filter?,0.3978186676590584
Switch to auto more,Adjust the heating lower limit,0.3978155163799505
Is it hard to remove the filters?,What should I do if there's food left on my dishes?,0.39779856322639107
What if the water isn’t draining?,Do I need to clean the filter in the dishwasher?,0.39779833039795087
Do I need to use rinse aid in my dishwasher?,How do I clean the dishwasher filter?,0.39779824094543037
Please adjust light color,Please set the thermostat to cooling,0.3977931019182537
Please adjust light color,Please set the thermostat to cooling,0.3977931019182537
Please adjust light color,Please set the thermostat to cooling,0.3977931019182537
Please adjust light color,Please set the thermostat to cooling,0.3977931019182537
Please adjust light color,Please set the thermostat to cooling,0.3977931019182537
Please change bulb brightness,Set the thermostat to heating,0.3977921242687502
Can I pause the dishwasher during a cycle?,Do I need to clean the filter in the dishwasher?,0.3977851667342506
How do I make my dishwasher quieter?,How often should I clean my dishwasher?,0.3977790979669283
What can I put in the dishwasher?,How do I know if I need to clean the lower filter?,0.39777496228081854
What if my dishes are coming out dirty?,How can I fix a dishwasher that leaks?,0.39777221945579466
Can I use regular dish soap in the dishwasher?,How do I know if the dishwasher is done washing?,0.3977661689689558
What if I need to add a dish during the wash cycle?,How often should I clean my dishwasher?,0.39775689921295637
How do I prepare my dishes before loading them into the dishwasher?,How can I fix orange stains on my plastic dishes?,0.3977514256648079
Please update bulb brightness,Raise the maximum cool threshold,0.397740627056005
Can I wash plastic dishes in the dishwasher?,Is it safe to run the dishwasher at night?,0.39774014135816094
What kind of items can I wash in the top rack?,Can I leave water in the dishwasher?,0.39773449314304915
How do I know when the cycle is done?,How do I check for hard water buildup?,0.3977338459289235
How can I make my dishwasher last longer?,What do I need to do before storing my dishwasher for the winter?,0.39773090226246005
How do I adjust the tines in the dishwasher?,What's the best way to load the bottom rack?,0.3977271883627885
How do I know if the dishwasher is done washing?,Can I run my dishwasher if the filters aren’t in place?,0.3977116706994924
Set the light color to,Set the mode to off,0.39770386663455937
Set the thermostat to heat,Tell me the current temperature unit,0.3976936658436604
How can I cancel a wash cycle?,How do I clean the filters in my dishwasher?,0.39768508585341356
What should I do if my dishes are still dirty after a wash?,How does the silverware spray work?,0.39767639922573345
How do I load the dishwasher?,Can I fit tall items in the dishwasher?,0.397659447022473
How do I add detergent to the dishwasher?,Can I put aluminum items in the dishwasher?,0.3976523669455271
How can I tell if the dishwasher is getting power?,Can I overload the dishwasher?,0.3976519940038949
What is silica film on my dishes?,What should I do if there's food left on my dishes?,0.39763019223537427
How can I fix orange stains on my plastic dishes?,What should I avoid putting in the dishwasher?,0.3976290566088669
How do I know when to refill the rinse aid?,What is important to check before I close the dishwasher door?,0.3976174183324499
What are some options I can choose for washing?,Can I use any detergent in the dishwasher?,0.39761412612557895
What if the water isn’t draining?,What do I do if I smell something bad in the dishwasher?,0.39760326285716563
How can I avoid spots on my dishes?,What are some options I can choose for washing?,0.39760080566962225
What can cause my dishwasher to pause during a wash?,How do I prevent odor buildup in my dishwasher?,0.39759091714428346
What is the best way to load dishes?,What if the top rack is not level?,0.3975855562984204
How do I turn on the dishwasher?,Why are my dishes still dirty after washing?,0.3975850065313835
What if there are spots on my glasses after washing?,How do I remove white residue from the dishwasher?,0.39758458383838513
How should I load the bottom rack?,Should I wash delicate dishes in the dishwasher?,0.3975760394333788
How do I choose a washing cycle?,What should I do if the dishwasher won't start?,0.3975695338054121
Can I wash pots and pans in the dishwasher?,How often should I clean the filters?,0.3975630639924254
Is it safe to wash all types of dishes?,How do I set up my dishwasher?,0.39755666382041666
What type of dishwasher detergent should I use?,What should I do if my dishwasher is not starting?,0.3975428176695507
Can I wash plastic items in the dishwasher?,What kind of detergent should I use?,0.397542161287334
Can I run the dishwasher at a low temperature?,How does the Heat Dry option work?,0.39753762222353145
Can I overload the dishwasher?,How do I know if the top rack is safe to adjust?,0.39751514118887876
How do I clean the dishwasher filter?,How do I protect my dishwasher from freezing in winter?,0.3975098126123394
How do I choose a washing cycle?,Why does my dishwasher make grinding sounds?,0.397488774630229
Switch to auto more,please tell me what is the mode of the thermostat,0.39747433847729774
Switch to auto more,please tell me what is the mode of the thermostat,0.39747433847729774
What do I do if the motor stops in my dishwasher?,What kind of detergent should I use?,0.3974724187446128
Why do I need rinse aid?,What type of dishwasher detergent should I use?,0.39746341840194493
How do I add rinse aid to the dishwasher?,What should I do if I can't lift the top rack?,0.3974307733141147
What are some options I can choose for washing?,What do I do after the cycle ends?,0.3974265070203349
Why is my dishwasher not draining?,What is covered under the warranty for my dishwasher?,0.39742393550683
Put the thermostat in cool more,Tell me the minimum heating limit,0.39742373995028984
How can I help my dishwasher work better?,Is it safe to run the dishwasher when I'm not home?,0.3974191694909932
Set the mode to heating,What is the minimum heat temperature?,0.39741719741529863
How can I remove stains or white spots inside my dishwasher?,What temperature should my water be for best cleaning?,0.3974106935164598
How do I fix a leaking dishwasher?,How should I load my dishes into the dishwasher?,0.39739287451160676
How do I check for hard water buildup?,Should I wash delicate dishes in the dishwasher?,0.39738805204019745
What happens if I don’t use rinse aid?,How do I know I am using the right amount of detergent?,0.39737999688138204
Please adjust color,Set the minimum cool temperature to,0.39737978740850105
How do I add detergent to the dishwasher?,Can I open the door and add dishes while it's running?,0.3973757037231742
change intensity,Set the thermostat to cool,0.39735847375802325
Change intensity,Set the thermostat to cool,0.39735847375802325
What should I do in summer if I won’t use my dishwasher?,How can I remove stuck-on food from dishes before loading?,0.3973518372717191
What should I do to stop thumping noises while the dishwasher is running?,What should I do if I can't lift the top rack?,0.3973484038070829
How do I adjust the tines in the dishwasher?,How do I load dishes properly?,0.39733860905412466
How do I start the dishwasher?,What do I need to do before storing my dishwasher for the winter?,0.3973185557384178
What should I do if my glassware has spots?,What should I do if there's food left on my dishes?,0.39730468388476803
How do I clean the dishwasher filter?,How can I wash larger items?,0.39730285268449733
How do I prepare my dishes before loading them into the dishwasher?,What if I have very hard water?,0.39730131986299877
Please update the more off,Put the thermostat in heat mode,0.3972933367425353
How can I remove stains or white spots inside my dishwasher?,How can I fix a dishwasher that leaks?,0.39728357035245276
How do I start the dishwasher?,How can I remove the silverware basket from the door?,0.3972816921553951
Please set the system to heat,What is the minimum cool setting?,0.3972759170599286
Set the system to heat,What is the max allowed heat temperature?,0.39727540148259266
Please set the system to cool,What temperature is the thermostat set to?,0.39727210780075156
How do I know if I need to clean the filters?,How do I know when the cycle is done?,0.39724461024829605
Can I open the door and add dishes while it's running?,Is it safe to leave the dishwasher running unattended?,0.3972407542023802
please tell me what is the mode of the thermostat,Raise the maximum cool threshold,0.39722809876213716
please tell me what is the mode of the thermostat,Raise the maximum cool threshold,0.39722809876213716
Can I use regular dish soap in my dishwasher?,How often should I clean the filters?,0.3972130905381498
How do I put the silverware basket back in the door?,What do I do if the top rack won’t adjust?,0.39721016815603405
What kind of cycles does the dishwasher have?,Can I use any detergent in the dishwasher?,0.39720446775431084
How often should I clean my dishwasher?,What if the Control Lock is activated and I need to use the dishwasher?,0.39719894065370287
Please adjust brightness,Set the system to heat,0.39718867593120577
Please change intensity,Set the thermostat to cool,0.39718554509804516
What should I do if I opened the door during the wash cycle?,What should I do if the clean light is flashing?,0.39717909517569516
How should I care for the inside of the dishwasher?,What do I do if the motor stops in my dishwasher?,0.3971601780262075
Please tell me what is the bulb brightness?,What is the ambient temperature?,0.3971465215301707
What type of detergent should I use?,Can I overload the dishwasher?,0.3971406359747612
What temperature should the water be when it enters the dishwasher?,Is it safe to run the dishwasher at night?,0.3971395563029205
What should I do if the dishwasher smells bad?,How do I know when the cycle is done?,0.3971334582828961
Why does my dishwasher have an optical water sensor?,How can I tell if my dishes are sanitized?,0.39713329637496897
What is the intensity,Set the light color to,0.39712793592549134
Set the light color to,What is the intensity,0.39712793592549134
How do I start my dishwasher?,What should I do if my dishwasher smells bad?,0.397122907420723
What are some options I can choose for washing?,Is it safe to wash all types of dishes?,0.397112934480574
How do I turn on the dishwasher?,What is covered under the warranty for my dishwasher?,0.39710994516597375
What kind of cycles does the dishwasher have?,What do I do if the motor stops in my dishwasher?,0.39710446035517644
What should I do if my dishes are still dirty after a wash?,Can I wash plastic items in the dishwasher?,0.3970950275623878
What if the spray arms are stuck?,Why do I see spots on my dishes after washing?,0.3970845102065267
How often should I run the dishwasher?,How do I check for hard water buildup?,0.3970795690169002
How do I adjust the fold-down tines?,What if the top rack is not level?,0.39707792093750954
How do I protect my dishwasher from freezing in winter?,What should I do if the dishwasher doesn't start?,0.3970767596807715
Should I rinse my dishes before putting them in?,Do I need any special products for filter cleaning?,0.39707429979490827
What can I do if my dishes are still dirty after a wash?,What if the Control Lock is activated and I need to use the dishwasher?,0.39707388921602194
I want to change the more auto,Set maximum heat temperature to,0.3970579475270296
please tell me what is the mode of the thermostat?,Tell me the lowest cooling limit,0.3970399940845166
please tell me what is the mode of the thermostat?,Tell me the lowest cooling limit,0.3970399940845166
How do I protect my dishwasher from freezing in winter?,Can I overload the dishwasher?,0.39703630481453933
What type of detergent should I use?,How can I prevent rust on my dishwasher?,0.39703227683514264
change bulb brightness,Change the thermostat to use Celsius,0.3970291071776325
Change bulb brightness,Change the thermostat to use Celsius,0.3970291071776325
How can I remove the silverware basket from the door?,What's the best way to load the bottom rack?,0.39702523464831296
How much water does the dishwasher use?,Is there anything I shouldn’t clean my dishwasher with?,0.39699985696627116
What do I do after the cycle ends?,What should I do if I can't lift the top rack?,0.3969965913822294
Please change light color,Set max cooling to,0.3969948407359304
Please change light color,Set max cooling to,0.3969948407359304
Please change light color,Set max cooling to,0.3969948407359304
Please change light color,Set max cooling to,0.3969948407359304
Please change light color,Set max cooling to,0.3969948407359304
Does the dishwasher use a lot of water?,How do I load dishes properly?,0.3969893895463946
Switch to off mode,Increase the temperature,0.3969807254299641
What causes spots and stains on my dishes?,How often should I clean the dishwasher?,0.3969630167212131
How do I start the dishwasher?,What should I do if there's food left on my dishes?,0.3969620443518561
Change the thermostat to use Celsius,What is the max allowed heat temperature?,0.3969399805009636
What happens if I don’t use rinse aid?,What features does the upper level wash have?,0.3969357191927714
How do I prevent odor buildup in my dishwasher?,How do I know if my dishwasher needs service?,0.39693419363535243
How should I care for the inside of the dishwasher?,What is covered under the warranty for my dishwasher?,0.39693313136291475
What cleaning cycles can I choose from?,What should I do if food is stuck on the filters?,0.39692846978118285
Can I pause the dishwasher during a cycle?,What should I check if there's water left in the dishwasher?,0.396926245853019
What happens if I don’t use rinse aid?,Why is my dishwasher not draining?,0.39692295335192807
How can I ensure my dishwasher smells fresh?,Can I wash large items if the top rack is still in place?,0.39691735347210483
Dim the light,Make it cooler,0.39690927215993044
How can I ensure my dishwasher smells fresh?,Why are my nonstick pans getting white spots?,0.3969028683107192
Why do I see spots on my dishes after washing?,Is it safe to wash all types of dishes?,0.3969020537259913
Where do I put the detergent?,Should I rinse my dishes before putting them in?,0.39689606267604616
How do I add rinse aid?,How do I clean the dishwasher filters?,0.3968954473277919
What is the light status?,What mode are we using right now?,0.3968881821923468
What is the light status?,What mode are we using right now?,0.3968881821923468
How can I avoid spots on my dishes?,How should I clean my dishwasher if it smells bad?,0.39688682341260084
What should I do if I hear unusual noises from the dishwasher?,Is it safe to run the dishwasher when I'm not home?,0.3968831247343158
Do I need to clean the filter in the dishwasher?,How do I know when my dishwasher cycle is done?,0.39687671523940393
When should I clean the filters?,How can I remove stuck-on food from dishes before loading?,0.3968662012106616
Please set the system to cooling,Change temperature unit to Fahrenheit,0.3968660862709247
How do I prevent odor buildup in my dishwasher?,How do I load dishes properly?,0.39686418278146507
